Расчет траектории ракеты
Время расчета: 2025-07-06 15:48:11

Параметры ракеты:
diameter,0.06
m0,4.0
m_final,3.0
thrust,600.0
burn_time,1.97
g0,9.80665
Площадь поперечного сечения (A):,0.002827 м²

Ключевые результаты:
Скорость в конце активной фазы (м/с),314.65
Высота в конце активной фазы (м),297.60
Максимальная скорость (м/с),314.65
Время макс. скорости (с),1.97
Высота апогея (м),3912.21
Время апогея (с),28.03
Максимальная сила сопротивления (Н),92.51
Время макс. сопротивления (с),1.97
Максимальное число Маха,0.93
Время макс. числа Маха (с),1.97
Максимальный коэффициент Cd,0.5552
Время макс. Cd (с),1.97
Максимальное ускорение (м/с²),176.17
Время макс. ускорения (с),1.73
Площадь поперечного сечения (м²),0.002827

Детальные данные полета:
Время (с),Высота (м),Скорость (м/с),Ускорение (м/с²),Масса (кг),Сила сопротивления (Н),Коэф. сопротивления (Cd),Число Маха (M),Плотность воздуха (кг/м³),Скорость звука (м/с),Гравитация (м/с²)
14.639443817197893,3018.6246081050194,136.07678915824624,-10.985003189783878,3.0,3.562918526582639,0.15,0.41422819768694935,0.9073694217818162,328.5068228529568,9.797363680922999
14.689443817197894,3025.4147206524713,135.52779947495983,-10.974594967784192,3.0,3.5317564820784435,0.15,0.4125909392841504,0.9067348994095846,328.47982486019197,9.797342807091377
14.739443817197895,3032.1773966990095,134.97932858190916,-10.964251519405671,3.0,3.500788505206984,0.15,0.41095485748995947,0.9061032783819836,328.45293375126244,9.79732201767001
14.789443817197895,3038.91266210333,134.43137324953025,-10.953972480467982,3.0,3.4700135036681594,0.15,0.40931994445273545,0.9054745520632304,328.4261494495858,9.797301312578595
14.839443817197896,3045.6205425631065,133.88393026639275,-10.943757489805582,3.0,3.4394303942047326,0.15,0.40768619236904835,0.9048487138573288,328.39947187909047,9.797280691737338
14.889443817197897,3052.3010636158897,133.3369964390497,-10.933606189241104,3.0,3.4090381025225076,0.15,0.4060535934832852,0.9042257572078594,328.3729009642132,9.797260155066935
14.939443817197898,3058.954250640005,132.79056859188887,-10.923518223559036,3.0,3.37883556321138,0.15,0.40442214008726196,0.9036056755977669,328.3464366298955,9.797239702488575
14.989443817197898,3065.58012885544,132.24464356698533,-10.9134932404797,3.0,3.348821719667276,0.15,0.40279182451983686,0.902988462549154,328.3200788015808,9.797219333923941
15.039443817197899,3072.178723324725,131.69921822395526,-10.903530890633514,3.0,3.318995524014934,0.15,0.40116263916652817,0.9023741116230715,328.2938274052113,9.797199049295202
15.0894438171979,3078.750058953807,131.15428943981107,-10.893630827535533,3.0,3.289355937031553,0.15,0.3995345764591351,0.9017626164193153,328.26768236722484,9.797178848525016
15.1394438171979,3085.294160492916,130.60985410881787,-10.883792707560284,3.0,3.259901928071291,0.15,0.39790762887536135,0.9011539705762256,328.24164361455223,9.79715873153652
15.189443817197901,3091.811052537422,130.06590914235105,-10.874016189916851,3.0,3.230632474990562,0.15,0.3962817889384426,0.9005481677704793,328.215711074614,9.797138698253331
15.239443817197902,3098.3007595286895,129.5224514687552,-10.86430093662428,3.0,3.201546564074192,0.15,0.3946570492167775,0.8999452017168943,328.1898846753172,9.79711874859955
15.289443817197903,3104.7633057549224,128.97947803320423,-10.854646612487198,3.0,3.1726431899623675,0.15,0.3930334023235602,0.8993450661682325,328.1641643450532,9.797098882499743
